도박의 처벌기준부터 확인해보자. 상습적이고 고액이다. 얼마나큰돈을 얼마나 자주했나? 소득기준으로 적용한다. 근데 재미삼아 한 내기에 돌려준게 도덕적으로 문제가 되는 도박이냐구!!!!1박2일 돌려내라 당장!!!!!,"""'방송하차' 차태현・김준호, 팬들이 """"이멤버, 리멤버"""" 외치는 이유(종합)[Oh!쎈 레터]""",none,0
하필ㅡ구원파 교회?,"""태양♥민효린, 오늘(3일) 결혼…3년 열애 끝 부부 된다""",offensive,1
단톡 내용을 자꾸 기사거리화하는것도 좋은건 아니다. 승리말처럼 그것또한 개인정보 유출 아닌가.,"""'그것이 알고싶다' #승리 #버닝썬 #성접대 #린사모, 시청률 대폭발 11.2% [종합]""",none,0
강은비 팬들 무섭네 증거가져와도 하나경잘못이래 ㄷㄷㄷ,“여러분 반전이죠” 하나경이 울며 공개한 강은비 카톡(영상),none,0
열심히 살자 오십넘어서까지 인간말종쓰레기 소리 안들으려면,"""[POP이슈]""""국민 MC는 건드리면 안 되나?""""..가세연, 유재석-김태호 역풍에 반문""",hate,1
원걸은 그냥 박진영 탓이지... 미국안갔으면 소녀시대 자리 원걸이 먹었다.,"""[단독] 원더걸스 출신 선예, 연예계 복귀...새 소속사 찾았다""",none,0
박하나 박하나로 가자. 박한별 하차해 . 연기도 못하는 배우 내세우고 어쩔거임.,"""'슬플 때 사랑한다' 박하나→박한별 성형 완료, 환골탈태 통할까 [종합]""",offensive,1
뉘세여????암튼 삼고빕!,"""[단독] 모델 출신 배우 김민승, 어제(22일) 발인…향년 45세""",offensive,1
"싫어하는 라도 여자연예인 1위 김수미, 2위 이경실, 3위 태연. 이유는 명확하다. 가식, 혼자 정의롭지만 남 깎아내리기 오짐. 자신의 이익을 위해서 물불원자폭탄도 안가림ㅋㅋㅋ","""[종합]""""日 사로잡은 손맛""""…'수미네반찬' 김수미, 한식 세계화 꿈 이뤘다""",hate,1
이게 한국여자들의 현실이다. 본인 능력이 뭣도 없으면서 만나는 남자로 자기 자신을 투영시켜 그 급이 되는줄 아는 착각에 빠져산다,"""'비스' 유소영 """"6살 연하 고윤성과 열애, 욕 많이 먹었다""""""",hate,1
이런애를 굳이 군대 보냈어야 되냐??,"""[종합] """"수술 후 軍부대 복귀""""…지드래곤, '공익 전환설' 일축""",offensive,1
신기함 이정도면 애낳는거 재밌어서 낳는듯... 하나낳기도힘든데 대단하심,"""'하하♥' 별, 임신 31주차...""""몸은 무겁고 생전 안 나던 코피까지""""""",offensive,1
천한 것,"""현아, 가슴에 꽃 꽂고 노래…“보기 민망”vs“무대매너 인정”""",hate,1
무면허가 음주 운전 뺑소니를 했는데 선처를 한다면 재판부는 OOO다,"""‘무면허 음주 뺑소니’ 손승원, 보석 신청...“술에 의지하는 삶 살지 않겠다”""",none,0
"아아 커플 넘 달달해 심장 폭격 당하는것 같아~ 오창석 대존잘 오늘 비주얼 최고.. 야구장에서 진정성 있는 고백도 완전 심쿵, 이남자 스윗 넘 멋지다.. 아아 커플 넘 사랑스럽고 예쁜 커플 끝까지 좋은 인연 되길~^^",'연애의 맛2' 공식커플 오창석♥이채은의 고백 풀스토리 공개(종합),none,0
부모가 사기치는게 마닷이랑 뭔상관? 마닷이사기친것도아니잔슴ㅋ,"""‘부모님 사기설’ 마이크로닷 측 “확인결과 사실무근, 명예훼손 법적대응 준비”""",offensive,1
"그냥 봐라. 당신들이 작가도 아니고, 작가를 휘두를 사람도 아니면서. 작가의 의중을 그냥 보면 되지. 단지 드라마일 뿐이다. 현실과 착각하지말고, 작가를 휘두르는 갑이 되지 마라.","""[어저께TV] """"특별출연→사망?""""…'식샤3' 서현진을 죽였어야 속이 시원했냐""",offensive,1
왼쪽 남자 김구라 아닙니다....ㅋㅋㅋㅋㅋ다들 속으시네 ㅋㅋㅋㅋ 알려드릴게요~,"""신비주의 가수 'Y군', '구라형'과 함께 출근""",none,0
러버이들 특징: 가창력보다 음색이 메인보컬의 기준이라고 지랄함 앚에서도 김채원이 권은비 안유진 최예나 다 이기고 조유리 이은 제2의 보컬이라지?? 디시에서,"""케이, 오늘은 러블리즈 아닌 솔로 김지연...""""역사적 순간, 행복한 떨림""""[V라이브 종합]""",offensive,1
식수대아냐? 저기에 왜 누워...?,"""산다라박, 박봄 근황 사진 보더니…""""내 생각해?"""" 여전한 우정""",none,0
아버지 방송보시고 건강회복하셨으면 좋겠어요,[종합] '불청' 이재영의 21년만 귀환…투병 중인 父 향한 진심의 '눈물',none,0
총체적 난국이다...,"""[DA:리뷰] ‘황후의 품격’ 장나라, 황실 무너뜨렸다…최진혁·신성록 죽음(종합)""",none,0
와 일방적 주장 글만 보고 사람 까내리는거 좀 역하다..,"""""""母도 정신적 충격""""…구혜선, 안재현 '뒷담화→주취상태서 여성들과 긴밀 연락' 주장 [종합]""",none,0
ㅋㅋㅋ 2018년도 재미지네~~결국 진흙탕속으로~ ㅋㅋㅋ,"""[공식입장] 티아라, 前소속사와 맞선다..""""상표출원 거절사유 제출""""""",none,0
구하라 남친이 엄청난 피해자지연옌이라고 얼굴하나 믿고 지가 먼져 꼬셔놓고 ㅉㅉ,"""폭행→상처→동영상..구하라, 진흙탕 싸움 조짐[종합]""",offensive,1
오빠 언제나 늘 강성훈만 응원할게요,"""[단독]강성훈, 젝스키스 떠난다..YG와도 전속계약 해지""",none,0
지들끼리 법적으로 해결하면 되지 진짜 기자들 갑질 오진다,"""'여친에 피소' 김정훈, 해명 기회도 놓쳤다..쏟아지는 비난 '논란ing'(종합)[Oh!쎈 이슈]""",offensive,1
2년 사귀었으면 ... 서로 온몸의 점 위치까지 다알 듯 ㅋㅋㅋ,"""""""현아♥이던, 2년째 교제""""..최근 열애를 인정한 커플 6쌍[Oh!쎈 탐구]""",offensive,1
토착 왜구 강남,"""""""국대 아내위해 귀화 결심"""" '동상2' 강남, ♥이상화家 감동시킨 '1등사위' [종합]""",hate,1
김희철 * 민경훈 (아는 형님) = 워터스포츠웨어브랜드 미 스 트 랄,"""'마마랜드2' 김성은, 결혼 10년 만에 집-딸 윤하 최초 공개""",none,0
윤민수랑 결혼 ㄱ ㄱ,"""[단독] 장혜진, 강승호 대표와 성격차 27년만에 이혼 """"좋은 친구로""""(종합)""",none,0
장난을 기획사는 진심으로 리액션하네 ㅋ,[종합] 이용진 향한 자이언트 핑크의 공개고백...팬心인 걸로,none,0
얼굴을 갈아 엎었네,"""장미인애, '스폰서 제의' 이어 '영상통화 논란'까지…폭로·분노ing(종합)""",hate,1
사인이 뭔가요?,"""[종합] 김민경 남동생, 9일 사망 비보→애도·위로 물결…'맛녀석' """"정상 방송""""""",offensive,1
누군지 밝히셈ㅋ 그리고 걘 연예계에서 영구퇴출가자 정유라랑 다를바없잖아ㅋ,"""""""워너원 조작 멤버 1명""""…'프듀' 안PD·김CP, 대담한 전 시즌 조작 [종합]""",hate,1
저러고 대체 찍는 이유가 뭐야? 새로운 관종 등장~ 기사때문에 알아간다,"""""""비키니는, 포기못해""""…신재은, 다리 부상에도 압도적 S라인""",offensive,1
저 셋 케미 좋다 ㅋㅋㅋㅋㅋㅋ,"""""""나래 잘해줘""""..'나혼자산다' 기안84, 박나래♥쌈디 깔끔하게 인정 [종합]""",none,0
좋은 부모님 밑에서 착하게 클듯 ㅎ 샘 아빠가 사람이 좋은 것 같다~~,"""[전일야화] '슈돌' 순둥이→까불이 윌리엄, 장난기 이 정도였어?""",none,0
"돼조이 얼굴 개빻았고 표정은물론 발성,발음 다 질질새고 눈 게슴츠레뜨는거 극혐임","""[팝업★]""""슈퍼루키의 실추?""""…'위대한 유혹자' 우도환을 위한 변""",hate,1
군복무중에 저런데 나가는거 쉽지않은데 금수저 연예인이라 그런지 하고싶은거 다하네,"""[청룡영화상] 이광수x이하늬x박형식x윤아, 인기상 수상…'군복' 눈길""",none,0
축하해요~연기도 예능도 잘보고 있습니다.결혼생활도 알콩달콩하게~^^,"""[공식입장] 한채아♥차세찌 5월 결혼 """"평생의 동반자 되기로 약속""""""",none,0
"진짜 보석함에 쳐박혀있는 보석은 씨엘 이하이같은 아티스트들임... 보석함이란 의미 뻔히 알면서 그걸 타이틀로 삼는건 그냥 팬들 농락하는거 아닌가 싶음. 양혐석 감 떨어진건 알았는데, 이렇게 멍청한 전개 보일줄은ㅋ","""'YG보석함' 이미담, 숙소 무단이탈 초유의 사태 """"우울하고 지친다""""""",offensive,1
클라라 한국 예능 프로그램과 드라마서 제발 자주 뵜으면.,[단독]클라라가 밝힌 #남편#신혼집#연예활동(인터뷰),none,0
이쁜데 못생긴 애들 질투 고만좀,"""'옥문아들' 이혜성 아나운서 """"노메이크업으로 면접, 1200대1 뚫었다"""" [포인트:톡]""",offensive,1
여성 외모 가지고 이러쿵저러쿵 평가질 하지 말라던 분들이 아주 신나셨네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ돌려까고 대놓고 까고 난리났네ㅋㅋ 진짜 수준 떨어져서ㅋ,이혜성아나운서 골반 화제된 이유? 운동하는 모습 보니…,offensive,1
파이란나올때 여신미모 장백지 팬이였는데 ~~항상응원합니다 ~~행복하시길,"""싱글맘 장백지, 셋째 출산 인정…아빠는 대체 누구?[룩@차이나]""",none,0
국주씨 활동 많이 안하시는듯 활동 많이 해주세요 이뻐요 화이팅,"""[HI★뭐하세요?] 이국주, 다이어트 후 근황…한결 날씬해진 몸매 라인""",none,0
토니안은 혼자서는 못사나? 지금도 2인과 동거중 .이해가 안간다.,"""'1대100' 붐 """"토니안과 2년 동거생활, 성격차이로 헤어져""""""",offensive,1
얘 전에 후원자랑 뭔일터졌던거 같은데 벌써 결혼이야? ㅋㅋ! 그일 있고나서 완전 비호감됐는데! 이왕 이렇게 가는거 은퇴도 같이 하는건 어때? 이미 논외로 친지 오래라! ㅋㅋ! 잘가라! 어차피 관심밖인데 그냥 짜저있기를!,[단독]클라라가 밝힌 #남편#신혼집#연예활동(인터뷰),hate,1
이승윤 왜이리 띄워주는지... 한번 나오면 됐지... 넘 자주 나오네,"""[종합] '전참시' 라미란X매니저, 비즈니스 자매…이승윤 '복면가왕' 도전 大성공""",none,0
"죄가 있는지 없는지는 조사관들이 알아서 하는거고....니들 연예계에 몸담고 있는 애들이 판단할 기다 아니다를 판단할 시기는 지난듯하다. 이번에 한국 연예계 탈세, 마약, 성매매 등등 각종범죄 조사 다 들어갈테니.","""[공식] 이청아 측 """"정준영과 사적 친분無…악성 루머에 법적 대응"""" [전문]""",none,0
솔직히 말해서 늙었지 ㅋㅋㅋ 다신 안팔릴 중고를 앞으로 누가 구하겠어?,"""송혜교 근황, 올블랙 카리스마""",hate,1
연예인 아니라 좀 예쁘다싶은 일반인이나 모델분들도 다 겪는일이고 보통은 차단박고 끝냄. 그걸 뭘 4번이나 냅두고 분노를 ...,"""장미인애, '스폰서 제의' 이어 '영상통화 논란'까지…폭로·분노ing(종합)""",none,0
새로운시작을 가장한 신적폐 문재인,"""[종합] """"새로운 시작""""...2018 남북정상회담, 연예계 ★들도 응원+감격""",hate,1
어휴 좀더 어린분 만나서 결혼하시지 ㅋㅋㅋㅋㅋㅋㅋㅋ어휴 2세 안볼거에요 건모형 여자나이 40이면 끝난거에요 병원가서 검사부터 받아보세요 임신가능한가,"""김건모 결혼 내년 5월로 연기…""""보다 많은 분 초청""""""",hate,1
우리 방탄오빠 추억 함부로 팔지마!!,"""'복면가왕' 월요병=노지훈 """"'위탄' 후 방탄소년단과 숙소생활 함께했다""""""",offensive,1
누나는 시집 잘감 ㅇㅇ,"""[단독]'이보미♥' 이완 """"양가 부모님도 잘 알아요..신부 가족과 12월 만남""""""",none,0
나도 마누라 바꾸고 싶다,"""‘아는와이프’ 지성, ♥한지민 행복 빌기로→강한나 분노 폭발""",none,0
에이미.. 넘 이상한것 같음..,"""휘성 """"사실 아냐→'브로맨쇼' 취소"""" vs 에이미 """"감당할 수 있냐→글 삭제"""" [종합]""",none,0
박유천 콘서트에 찬물 끼얹네 이래서 여자 잘 만나야함,"""'박유천 前 여친' 황하나, """"다 폭로할 것""""→돌연 삭제…이틀째 실검장악 [종합]""",offensive,1
했네 했어 개실망,"""""""너무 사랑하고 아낀다""""…비♥김태희, 둘째 임신까지 '사랑꾼 부부'[종합]""",offensive,1
그녀들만의 그룹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래바짜 방탄 발바닥,[종합] “YMC→스윙엔터테인먼트” 워너원 소속사 변경 왜? (전문),offensive,1
너무 마르면 할때 너무아파 ㅠㅜ,"""AOA 지민, 앙상한 몸매·건강이상설 직접 해명 """"건강합니다"""" [공식입장]""",hate,1
솔직지 폐미 종나 묻었네,"""""""트러플 오일 짜장라면""""…'나혼자산다' 화사 먹방 또 터졌다[종합]""",hate,1
구혜선이 인스타 글만 올리면 준비했다가 기사올라오고 댓글들 순식간에 달리고..이상하다는 분 많네요.저도 연예소속사 비리 국민청원원해요~~밖에나가도 이상하다는 분들 많아요,"""'안재현과 갈등' 구혜선, SNS 활동 재개…""""다시 시작"""" [종합]""",none,0
오우 사건의 본질과는 전혀 관련없는 TMI에만 빠른 대응하는 yg클라스 불변,"""[공식입장]YG측, “아이콘 비아이 마약 폭로 A씨 한서희..YG 연습생 출신 아냐”""",none,0
추카추카 친구3인방 안부도 궁굼하네요~~ 정말 재밌게 봤는데,"""[단독인터뷰] '어서와' 페트리 """"오늘(19일) 득남 믿기지 않아, 아빠 돼 행복""""""",none,0
류준열일베인가여? 손흥민옆에서떨어져!!,"""""""아시아의 호랑이""""…류준열→권혁수, 아시안게임 축구 金에 '감격' [종합]""",hate,1
니들 임신한것까지 알아야하냐,"""‘살림남’ 율희♥최민환, 둘째 임신 “조심스러웠던 첫 출산, 쌍둥이들은 축복 속에 태어나길”[종합]""",offensive,1
찌라시에는 중기가 바람 피엇다고 하던데 ㅠ,"""'섹션TV' 송중기·송혜교, 합의이혼 아닌 이혼조정신청 택한 이유""",offensive,1
특급은 무슨,"""[단독] 손나은, '미추리2' 게스트 출격... 특급 라인업 완성""",none,0
이종석 한효주 나오는 드라마 이후로 드라마 안봤다. 2년전인가?? 좀 신선했었지. 근데 이런 개막장 드라마는 도대체 누가 보느냐면 변태들이 보는 것이다. 정상적인 사람들은 채널을 돌리게 된다.,"""'같이 살래요' 한지혜 딸, 희귀병 아니었다…이상우vs황동주 '갈등'""",hate,1
둘다 같은소속산데.. 소속사가 바보가 아니라면 중재하지 않을까싶다.. 그러다 안되서 마무리라도 잘 해주려했겠지.. 구혜선이 쓴 글을 보면 마치 자기는 소속사가 없는 사람처럼 써놨다,연상연하 배우 부부 불화 속 진실공방→HB엔터 문보미 대표 강제소환..진흙탕 싸움ing [종합],none,0
뜻은 심오하나 병맛보다는 유치해서 ㅎㅎㅎ 보기가 힘들긴 함,"""[TV핫스팟] ‘쌉니다 천리마마트’ 이동휘, 웹툰 속 ‘그랜절’ 완벽 구현""",offensive,1
여기서 악플다는 사람들너네 가족이라고 생각해봐라 ㅉㅉ,"""'쇼미6' 케이케이 """"태국서 다이빙 사고로 목뼈 골절→전신마비 중태"""" 고백[전문]""",hate,1
솔직히 김병옥은 불쌍한 케이스 아님? 엠씨몽 노래나 듣지 마라 이것들아,"""[단독] 김병옥 복귀, '앨리스' 출연...김희선과 부녀 호흡 (종합)""",offensive,1
유포자 처벌안하냐???,"""이병헌·이민정 부부 아들 공개, 초상권 문제 없나""",offensive,1
야구할때도 약속한 플레이하자고 저런 제스쳐하는데 이제 저런손모양 하기만하면 기사나겄네;기레기수준 잘봄,"""[공식입장]""""약속 의미…오해 죄송"""" 하하, 패륜 손동작 논란 해명(종합)""",hate,1
배우 남편 10킬로 증가는 잘한 내조가 아닌 듯. 행복하게 잘 사세요,"""'동상이몽2' 강경준 """"♥장신영 내조 덕에 1년 사이에 10kg 쪘다""""""",offensive,1
완전 잼나게 봤어요~~앞으로 기대됩니다. 화이팅!,"""'아사연' 하일x문단열, 사돈 됐다..재익♥에스더 '첫 만남'(종합)""",none,0
인버마아 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 보고싶었어 ㅠㅠㅠㅠㅠ,"""“누구보다 강렬했던 도인범의 컴백”…‘김사부2’ 양세종, 특별출연의 좋은 예""",none,0
악플러들은 잡아 족쳐야 되지만 실명제? 실명제가 뜻하는게 뭔지나 알고 말하는건가 .... 여기가 중국이야 북한이야...,"""크리스탈, 오열 속 3일간 설리 빈소 지켰다…f(x) 전원 발인 참석(종합)""",hate,1
마음이 아프네요ㅠ,"""[e포토] 박유천, 극과 극 모습""",none,0
신수지 얘도 비호감별로 이쁘지도 호감도 아닌데엄청 나대는 스타일티비나오지마라 보기싫다,"""[엑's 리뷰] """"♥장현승""""...신수지, 사랑 앞에 당당한 쿨한 언니""",offensive,1
불쌍하다.애도없이...다 벌받는거다.또 애없으면 불행하나요라며 득달같이 덤비겠지. 애기는 인류에 축복이며 인생의 의미이다.,"""“우리 아기” 꼭 껴안은 이효리♥이상순, 깨소금 냄새 진동""",offensive,1
메갈들은 꿈도 꾸지 못할 일이 일어났네.,"""개그우먼 성은채, 13살 연상 中사업가와 22일 결혼""",hate,1
ㅇㅇ아프던 말던 뭔상관 비호감인건 변함없노ㅋㅋ,"""장성규 측 “‘마리텔2’ 생방 중 사고, 어지러움증 있지만 호전된 상태”[공식입장]""",offensive,1
몽이가 그래도 사람은 착했다 ;;,"""[공식] '25일 컴백' MC몽, '인기'-'샤넬' 더블타이틀 확정…트랙리스트 공개""",none,0
여친만나는건 안궁금했는데 뭥미~~,"""[SC이슈]'3년만 복귀→열애 인정'…유건, 꽃길 걸을 인생 2막(종합)""",offensive,1
그와중에 지성 아직도 유니클로 광고하고있다는 점...,"""‘의사요한’ 이세영, 지성 숨겨진 병력 알고 충격(종합)""",offensive,1
담배부터 끈으세요,"""'살림남2' 미나, 5% 자연임신 가능성 위해 108배 '고군분투'""",offensive,1
몸매 예술....끝,"""한채아 """"결혼→출산, 책임감 강해져…어른 된 것 같다"""" [화보]""",offensive,1
날 덥쳐줘ㅎ. 오늘 여자들 마음,"""[DA:리뷰] “넌 내 모든 것”…‘김비서’ 박서준♥박민영, 고통 뛰어넘은 사랑(종합)""",hate,1
삼가 고인의 명복을빕니다,"""'할리우드 1세대' 오순택 별세…""""편히 잠드소서"""" 추모 물결 [종합]""",none,0
난 여자지만 송다은이 젤 매력있던데ㅋㅋㅋ,[TV체크]‘하트시그널2’ 이상민 “임현주는 연애 지니어스”,none,0
연세에 혼자 살면서 나오는것도 그렇게 좋게 보이지 않음묘ᆢ,[종합] '불타는 청춘' 대선배 이경진 등장에 '바짝 긴장',offensive,1
"크~~ 역시 다니엘헤니~~ 한국 남자들 1패 ~~ 비율부터 남달라,, 한남 김치놈들이랑은 다르네 역시....!","""'나혼자' 박나래, 나래바 박사장의 요리 인생 최대 위기 '무슨 일?'""",hate,1
전형적인 한국남자,"""'해투4' 이서진, 한지민 '대본 리딩 격리설' 해명…""""날씨가 좋아서"""" [SC컷]""",hate,1
미국 식당서 14시간씩 일하다 한국빠들이 부자 건물주 만들어 주갔구만 ㅋㅋㅋㅋㅋㅋ,"""[SC현장] """"韓팬 고마움 잊지 않고파""""…양준일 첫 팬미팅, 이유있는 꽃길 신드롬 (종합)""",offensive,1
얘 누군데,"""[단독] 강다니엘, 휴대폰 번호까지 바꿨다..워너원과 연락 無""",offensive,1
"전현무 KBS전 아나운서, 진짜 부럽다 92년생 나이차도 한창나는 여친이라니","""'옥문아들' 이혜성 아나운서 """"노메이크업으로 면접, 1200대1 뚫었다"""" [포인트:톡]""",none,0
KBS 주말드라마 인가요?,"""[종합]'VIP' 이상윤, 장나라 아닌 표예진 찾아갔다…'오열'에 포옹 '반전 엔딩'""",none,0
진짜 50 다 되어가는데 저 정도 미모면 대단한 거죠~~~,"""""""독보적인 소화력"""" 한예슬, 핑크빛 염색 후 '여신 미모 발산'""",none,0
이거 무슨 방학숙제 같은데,"""김경란→박연수X박은혜, 이혼女 주홍글씨 떼고 '다시 사랑할 수 있을까' [어저께TV]""",none,0
헐 박은혜도 이혼했었구나..,"""김경란→박연수X박은혜, 이혼女 주홍글씨 떼고 '다시 사랑할 수 있을까' [어저께TV]""",none,0
제대로 교육시켜 내보낸다는데 ..아직보기에 미숙한가보지 일단 방송나와 이름알렸고 더 발전되서 나감되는데 무슨 소송? 별로... 갑질보단 신중해 보임,[종합] 해피페이스 “無책임·갑질”vsYG “맞대응”…‘믹스나인’ 후폭풍 (전문),none,0
재미 1도 없다,'강식당2'는 경주에서 떡볶이?..핫한 관심→벌써 시작된 스포와의 전쟁 [종합],none,0
예상..한국으로 돌아갔는데 형석아버지가 협박하며 회사를 가로채려함그래서 끝장을보러 다시 그라나다로..,"""'알함브라궁전의 추억' 현빈, 말없이 그라나다 떠났다..박신혜 폭풍눈물[종합]""",none,0
니 독감걸린걸.. 별걸다기사로 ㅉ,"""‘인플루엔자 확진’ 옥주현, ‘엘리자벳’ 캐스팅 변경→회복 최선 [종합]""",offensive,1
홍진영 귀에서 뭐 이어폰 같은거 빼던데 제작진이 뒤에서 조종하고있는거 아님?? 짜고 치는 고스돕 ..,"""'미우새', 김종국♥홍진영 수영장 데이트에 최고 시청률 20.7%""",none,0
증거도 없는데 카톡 원본도 없고 뭐지?,"""[SC이슈] 버닝썬·성접대·탈세 의혹..승리, 25일 '무사입대'할 수 있나(종합)""",none,0
이준 정소민 유명해요? 첨 보는데 연예기사 1위네,"""[단독] """"현실은, The 달달""""…이준♥정소민, 리얼 커플상""",offensive,1
점점 재미가 없어져서 이젠 안볼라구,"""""""안타깝다""""...'나 혼자 산다' 한혜진, 후배들 부족한 모습에 '속상'""",none,0
뭐가 그케 고마울까 이딴거 쓰지말고 미세먼지 예방법이나 써주삼~,"""'슈돌' 서언-서준, 첫만남부터 이별까지 6년‥""""그동안 고마웠어""""""",offensive,1
자꾸 메인바꾸지만 그래봤자 군대도피자라는 사실이 바뀌진 않는다,'하늘에서내리는일억개의별' 서인국=살인마?..정소민x박성웅 미스터리 ing [종합],offensive,1
상간녀 전에 전 남편에게 청구해야 하는거 아닌가?,"""김동성 前부인, 상간녀 상대 위자료 청구 소송""",offensive,1
타워펠리스 관리비 월 100마넌 ᆢ 스튜핏,'김생민 영수증' 슬리피 전재산 7만원vs허세 명품중독[종합],offensive,1
"뭘 몇달 안남음서, 유별은... ㅋㅋㅋ",[종합] “YMC→스윙엔터테인먼트” 워너원 소속사 변경 왜? (전문),none,0
이상화 하지 마라 윤세아나 수임이나 착한척하다가 돌변하는것 보면 무섭지... 의심하면 안돼요 하다가 예서랑 혜나 싸우고 예서 협박 받았다니까 바로 예서 범인이라 생각하던데 ㅉㅉ,윤세아 'SKY캐슬' 신드롬 중심에 서다…통쾌한 '사이다' 활약,none,0
신수지 겁나이쁜데 얼굴몸매ㄷㄷ 부럽다,"""[엑's 리뷰] """"♥장현승""""...신수지, 사랑 앞에 당당한 쿨한 언니""",none,0
이렇게 할 거를 버닝썬에도 투자해보는게 어땠냐,"""'마약 양성' 박유천, 기자회견 자처+미소 띤 경찰출석..무슨 의미였나(종합)[Oh!쎈 이슈]""",offensive,1
이효리씨 방송에서 술 맥주 소주 등등암만 가벼운 음주라도 삼가해주세요좀 보기안좋네요 ~ 가끔 가볍게마시는거라도방송이니까 안봤으면하네요,"""'캠핑클럽' '소주파' 이효리-'쫀디기파' 성유리, 각자의 취향""",none,0
댓글들이 개빻아서 성비를보니 여자 70프로 ㅋㅋㅋ,"""[SC리뷰]""""세얼간이 해체위기""""…'나혼자' 이시언VS기안84 갈등 폭발""",hate,1
유학다녀와서 레스토랑에서 뭘 하는걸까 궁금,‘엄마 나왔어’ 홍석천 딸 홍주은양 “입양 처음엔 반대했다”,none,0
문재인이 대통령되고 국가가 공산주의가 되는 것 같다. 적당히해라.,"""김규종, 사과에도 비난 계속 되는 이유 #여자친구 공개#日여행#팬선물 인증(종합)[Oh!쎈 이슈]""",hate,1
세상에 둘도 없는 예쁜 커플,김국진♥강수지 결혼사진 공개…'보라빛 향기',none,0
달수정도면 여자들이 그냥넘어오는데,"""'나의아저씨'부터 '신과함께2'까지..오달수, 깨끗이 지웠다[종합]""",hate,1
어려서부터 몸매관리만 엄청신경써서 정작 머리는 돌대가리일수도있을텐데 공부도 신경써주세요,"""추사랑, 야노시호 쏙 빼닮은 외모..추성훈 """"행복한 생일""""[★SHOT!]""",offensive,1
무슨 댓글이 죄다 작가들만 있어그냥 보면되지 몰 이리 난리들인지댓글로만 이래라 저래라막상 실제로는 말도 못하는것들이,"""'하나뿐인 내편' 최수종, 노숙자 이영석 만났다…살인 누명 벗나[종합]""",offensive,1
지들이 열심히 해서 돈 벌었고 외국 나가 한국 이름 알리고 그랬으면 됐지 댁들은 실수 안하니? 댓글에 욕달기 전에 본인들이나 똑바로해,"""빅뱅 탑 답글 화제, 연예계 복귀 비판에 답글 “저도 할 생각 없습니다”""",offensive,1
조여정이가 한게뭐있을까??,"""송강호→조여정, ‘기생충’ 4관왕에 활짝 핀 웃음꽃 [MBN포토]""",offensive,1
"그와중에 박수홍씨언급은 없네용 바쁘셨나 , . 힘내세요코디 . 삼가고인의명복을 빕니다","""'두데' 지석진, DJ 복귀 """"이틀 내내 빈소 지켜준 유재석 너무 고마워""""""",none,0
나는 재밌는데 ㅋㅋㅋㅋㅋㅋㅋ,"""'하나뿐인 내편' 임예진 억지에 지친 유이, 최수종 앞에서 '눈물' (종합)""",none,0
군대는 가야지 유아인처럼 살면 안된다,"""[종합] “28일 입대? NO” 이종석, 일단 ‘로맨스는 별책부록’ 끝나고""",offensive,1
