comments,hate,label,predicted,correct,error_type
아무도관심없는데 왜 어그로끌지 ㅋㅋㅋ,offensive,1,0,False,속어/신조어 혼동
하늘같은 서방이 어려움을 겪으면 함께 해체나가야지 툭하면 이혼이여,offensive,1,0,False,문맥 의존적 표현
정준 연기력 많이 성장했네 드라마한편 잘찍어라 그럼 연기완된다 강두는 낙동강 오이알 돼였나 없네,offensive,1,0,False,문맥 의존적 표현
어쩐지 급이 너무 안맞는 데 김수현 파트너로 드라마 들어간다했더니 소속사 영입했네 김수현 형 영화도 그렇고 김수현한테 숟가락 올리고 도움이 안되네,offensive,1,0,False,문맥 의존적 표현
"라미란 미스캐스팅.. 김현주랑 비슷한 비주얼이면 욕 덜 먹었을듯.. 두집안 비주얼이 너무 극과극이라서 위화감 증폭.. 김현주 정도면 라미란 역에 전지현,김태희,송혜교.. 아님 손예진 정도는 상대역이었어야 한다 솔직히",offensive,1,0,False,문맥 의존적 표현
대단하시다 36년전 일을 미투도 기간을 정해야 될듯 ㅋ,hate,1,0,False,문맥 의존적 표현
처음에 김수미 나올 때..느낌이 안 좋았는데...역시...바로 채널 돌림.이상민이도 덕분에 못 봄.,offensive,1,0,False,문맥 의존적 표현
강호동 이수근 조합 예능은 뭔가 뻔해,offensive,1,0,False,문맥 의존적 표현
자살은 하지마시길...,offensive,1,0,False,짧은 댓글
우리 장훈이 형님이 왜 이혼했는지 알긋다..오정연 이여자도 보통사람은 아닌듯..,offensive,1,0,False,문맥 의존적 표현
안 응원 해요 당신 보다 힘든 사람 세고 셌음,offensive,1,0,False,문맥 의존적 표현
김성주 나가면 된다...박나래 환영,offensive,1,0,False,문맥 의존적 표현
백종원한테도 초심따위는 없었지,hate,1,0,False,문맥 의존적 표현
너무 억지다 ~우진이가 이쁘고 잘나가니 다시 마음 동한거지~안그랬음 후회하긴커녕 잘됐다고 생각했을걸~결국 결혼하나안하나 자기인생 충실히 살면 된다,offensive,1,0,False,외모 관련 표현
"한혜진이아까웠지, 전현무비호감에 내리막길탄것같던데",offensive,1,0,False,문맥 의존적 표현
전현무 보기싫어 . 또 나혼자산다 나와서 뭐라할까?속으로는 엄청 좋음서 겸손한척하겠지,offensive,1,0,False,문맥 의존적 표현
남자친구 쪽은 사고 후에 바로 인터뷰에 응했고 구하라 쪽은 인터뷰불응하고 며칠동안 잠수.. 뭔지 알겠지?,offensive,1,0,False,문맥 의존적 표현
홍진영이 훨잘해~이번에 개실망,offensive,1,0,False,문맥 의존적 표현
이홍기도 징역살아야 된다. 너무나 많이 사랑한 죄,offensive,1,0,False,외모 관련 표현
반짝하고 묻힐듯,offensive,1,0,False,짧은 댓글
저 할아버지 누구지...,offensive,1,0,False,짧은 댓글
god 박준형이 이 기사를 싫어합니다.,offensive,1,0,False,문맥 의존적 표현
이나영 분명히 동안일 텐데 이종석이랑 있으니까 엄청 늙어 보인다...,offensive,1,0,False,문맥 의존적 표현
연예기사에 일반인 왜 나옴?,offensive,1,0,False,짧은 댓글
짠돌이보단 낫다,offensive,1,0,False,짧은 댓글
역시 맛은 아내맛이 최고지,offensive,1,0,False,짧은 댓글
여주가 못생겨서 작품에 몰입이 잘됨.,offensive,1,0,False,문맥 의존적 표현
박민영 성형외과 진짜 진짜 궁금함ㅠㅠ,offensive,1,0,False,외모 관련 표현
자연스럽게 만나야지.. 요즘 시대에 공개 맞선이라니.. 재미없어요,offensive,1,0,False,문맥 의존적 표현
jtbc가 밀어주는건 일단 의심부터 해야함,offensive,1,0,False,문맥 의존적 표현
"정말 예쁜 부부,,,아들 낳아서 죄인이 됐을지, 딸 낳아서 당당한 남편이 됐을지의 다음 이야기가 궁금하네요",offensive,1,0,False,문맥 의존적 표현
승리가 먼상관이냐 왜승리까냐고,offensive,1,0,False,문맥 의존적 표현
삼촌과 조카 사이가 아니라 연인 사이로 나와요? 너무했다,offensive,1,0,False,문맥 의존적 표현
이모 소리 안들으려면 열심히 관리해야져,offensive,1,0,False,문맥 의존적 표현
이년 이년 이년 좋겠다,hate,1,0,False,짧은 댓글
축하합니다.근데 강남에게 어떤 매력이 있길래 이상화까지결혼 결심을 하게한걸까요?누구 아는사람..,offensive,1,0,False,문맥 의존적 표현
스타일이 점점 망가지네,offensive,1,0,False,짧은 댓글
군대가라 좌시하지 않겠습니다 Girls can do anything 우리는 연결돼 있다,offensive,1,0,False,문맥 의존적 표현
근데 멤버가 매니저집 찾아갈수도 있는건 아닌가?ㅜ강성훈 좋아하는데 사과해라,offensive,1,0,False,문맥 의존적 표현
션씨가 군대를 가는게 더도움될것같아요!ㅎㅎ,offensive,1,0,False,문맥 의존적 표현
"이창훈,이병헌,유아인,비,현빈..그중에 송중기랑 결혼은 진짜 심하다. 솔직히 송중기랑 이혼하면 좋겠다",offensive,1,0,False,문맥 의존적 표현
"김수미가 시어머니면 피곤할텐데. 요리도 받쳐줘야 이쁨받지 아들타령할듯,",offensive,1,0,False,문맥 의존적 표현
속에 화가 너무 많으신듯 아이도 생기고 부모가 되셧으니 서로 존중해주고 배려해주세요 이거 없으면 안되요 본인도 화면보면서 민망하신듯 내가 왜 이랬지 하시던데,offensive,1,0,False,문맥 의존적 표현
머스마 인상이 않좋네,offensive,1,0,False,짧은 댓글
한지혜가 주연 맞는거 항상 이상하더라 조연급 같은데..황금정원 여주땜에 한번도 안봤다.,offensive,1,0,False,문맥 의존적 표현
악플 없는 거 보니 아직 대세는 아니군...열심히 해라,offensive,1,0,False,문맥 의존적 표현
여행가지고 참 오래도 우려먹는다,offensive,1,0,False,문맥 의존적 표현
막장도 너무 막장이더라. 주동민 같은 트렌디한 피디가 연출 안했다면 욕 엄청 먹었을 드라마 같네요. 피디가 아까움.,offensive,1,0,False,문맥 의존적 표현
첫번째사진 맘에드네 계속 그렇게 걸어가라 평생 겨 나오지 말고 지구는 둥그니까 계속 걸어나가다 바닷 속에 빠지던지,offensive,1,0,False,문맥 의존적 표현
그럼 문재인님이라고 해야하나?,offensive,1,0,False,문맥 의존적 표현
종현이가 샤이니는 비즈니스 관계라고 했는데 남은 멤버들 너무 오버하는 거 아냐?,offensive,1,0,False,문맥 의존적 표현
암암리에 활동 많이했네 잘가셔~~,offensive,1,0,False,문맥 의존적 표현
좋네 군복무 중에 시싱식도 오고,offensive,1,0,False,문맥 의존적 표현
종교는 자유지~~~ 박근혜가 문제였지. 축하드려요~~~!!!,offensive,1,0,False,문맥 의존적 표현
역시 젊은여자랑 결혼하니 애도 쑥쑥 금방 낳네요. 좋네.,offensive,1,0,False,문맥 의존적 표현
역시 갓양녀....b,offensive,1,0,False,짧은 댓글
한혜진 진짜 지루해서 채널 돌렸다 하차해라,offensive,1,0,False,완곡한 비판 표현
한지민 목소리 때문인지 여성스럽지가 않아..로맨스에는 안어울린다..ㅠ,offensive,1,0,False,문맥 의존적 표현
소유는 뭐 ㅎ 원래 얼굴보단 목소리랑 몸매로떴으니까 ㅎ,hate,1,0,False,외모 관련 표현
ㅈ 라인이 너무 이쁘다,hate,1,0,False,짧은 댓글
방송활동이라도 좀 하면서 연예인이라 했음 좋겠다,offensive,1,0,False,완곡한 비판 표현
취지는 좋다 하더라도 남에게 민폐 끼치는 이런 퍼포먼스는 그리 좋게 보이지는 않음 박보검처럼 현명하게 지목 당하더라도 자신이 마무리 하는걸로 끝내삼,offensive,1,0,False,문맥 의존적 표현
장윤정 노래는 들으면 감정이입되고 같이 눈물 나고 그런데 얜 아주 감정이 메말라서 무슨 기계가 노래하는 것같고 결정적으로 노래를 ㅈ 못부른다 무슨 수로 1위했는지 모르겠다 또 투표로 조작했나,hate,1,0,False,문맥 의존적 표현
부활도 좋고 박완규도 좋지만 김태원은 너무 싫음,offensive,1,0,False,문맥 의존적 표현
어이가없다 20년사귄다고ㅋㅋㅋ 서로 사랑하는건 절대 아니다,offensive,1,0,False,속어/신조어 혼동
태국 가서 머했을까...궁금궁금,offensive,1,0,False,문맥 의존적 표현
진실하게 사과하면 시간이 지나면 개돼중들은 용서 할거임 ㅎㅎ,hate,1,0,False,문맥 의존적 표현
헐.......난 금주의 가수왕...뭐 이런것 처럼 이달의 소녀도 뭘 뽑는건줄 알았네...그룹이름이 이달의 소녀?? ㅋㅋ,offensive,1,0,False,속어/신조어 혼동
예원이가 불쌍하다... 둘다잘못했는데 하나는 피해자인척 방송에나와해명하고 활동하고 하나는 활동자체를 못하고있다니,offensive,1,0,False,문맥 의존적 표현
약속할때 엄지가 위로가지 아래로 가지는 않지 하하는 약속할때 엄지가 아래로 가냐? 하하다그랫다 공인이면 좀더 신중했어야지 평소 행실이 드러나는거같은 의혹을 살만한 부분이라고 본다,offensive,1,0,False,완곡한 비판 표현
로별쓴 작가랑 넘비교된다 ㅜㅜ개막장,offensive,1,0,False,문맥 의존적 표현
제목 무엇???,offensive,1,0,False,짧은 댓글
이 드라마 정체가 뭐임?? ㅋㅋ 알고 싶지 않다,offensive,1,0,False,속어/신조어 혼동
기자 누구냐ㅡㅡ 안과 소개해준다,offensive,1,0,False,문맥 의존적 표현
얼굴에 입체감이 없네요;; 제가 더 잘생긴듯,offensive,1,0,False,외모 관련 표현
전처들이 많은가보네요...댓글들을 보니...가만생가해보세요..전처로서 전적으로 잘들 하셨는지...불륜이 불륜으로 끝나지 않고 이혼과 결혼으로 이어진 이유가 무엇인지..,offensive,1,0,False,문맥 의존적 표현
해외여행 가니 좋냐,offensive,1,0,False,짧은 댓글
임신 하든말든 서민들 잘사는게중요,offensive,1,0,False,문맥 의존적 표현
"김희선, 연기 안 돼.",offensive,1,0,False,짧은 댓글
그냥 한번하고 끝내라,offensive,1,0,False,짧은 댓글
근데 이부부 나올때 그냥 돌림 ㅠ,offensive,1,0,False,문맥 의존적 표현
한고은은 지금의 남편보다 god 박준형이 더 잘 어울렸어.,offensive,1,0,False,문맥 의존적 표현
조그만 공간 속에 추억만 쌓고 오래감방에있으세요 먼지가되어노래가사처럼,offensive,1,0,False,완곡한 비판 표현
제대로 크게 망했으면 좋겠다,offensive,1,0,False,짧은 댓글
하연주 보기싫음,hate,1,0,False,짧은 댓글
그래 겁나 이뻐부러 됐지?,offensive,1,0,False,짧은 댓글
아이쿠 왜 하필 한국이니,offensive,1,0,False,짧은 댓글
그냥 좀 쉬어~~ 푹~~~~~쭉~~~,offensive,1,0,False,완곡한 비판 표현
지금 신종코로나 때문에정신이없는데 발리여행이라니이해안됨 정신차리세요,offensive,1,0,False,문맥 의존적 표현
각시앙 예전에 구설수 풋 여기까지만 할게.,offensive,1,0,False,문맥 의존적 표현
김건모랑 똑같네^^,offensive,1,0,False,짧은 댓글
분유먹이는것도 가슴 미워지던데.굳이 힘들게 하는건 .,hate,1,0,False,외모 관련 표현
뭔 주인공을 바꿔 미쳤네 이병헌이 나은데,offensive,1,0,False,문맥 의존적 표현
내나이 59 지민이에게 끌린다 갑자기 노래한곡 듣고싶다 김혜림의 DDR....,hate,1,0,False,문맥 의존적 표현
다니엘이 훨씬 아깝다.. 급에 맞게 사귀어야지 에효,offensive,1,0,False,문맥 의존적 표현
아니 뭐 본인이 엄청 유명하고 영향력있는 가수인줄 아나보네.....해외? ㅋㅋㅋㅋ 6년이나 미루다가 이제서야 가는 이유는?,offensive,1,0,False,속어/신조어 혼동
사인은 재앙이지 뭐,hate,1,0,False,짧은 댓글
다른 사람들 감정은 이해하는데 김현주 감정은 좀 억지. 그래서 고구마.,offensive,1,0,False,완곡한 비판 표현
다 좋은데 박수홍 엄마좀 안나왔음좋겠다 ㅠㅠ,offensive,1,0,False,완곡한 비판 표현
이승윤 매니저 다시 불러라. 케미가 좋은 두 사람의 관계를 굳이 왜 이 시점에 과거사를 들춰 망가뜨리는지 이해가 안간다. 잘나가면 배아픈것이 종특이냐,offensive,1,0,False,문맥 의존적 표현
뻔하지 재민이겠지 ㅋ,offensive,1,0,False,짧은 댓글
일본에서 AV배우로 데뷔하면 대박날거 같아요ㅎㅎ 가수데뷔는 그닥..,hate,1,0,False,문맥 의존적 표현
세상에 이미 죽은 사람에게 상을 주다니 이게 말이 되냐?,offensive,1,0,False,문맥 의존적 표현
애를두고와야 더좋은데 재혼갈건데 아깝네요,hate,1,0,False,문맥 의존적 표현
아내의 맛은 전복맛인가요?,hate,1,0,False,짧은 댓글
9살 딸이 지금까지 본 주말 드라마 중에 제일 재미없어!!하고 끄고 양치하고 잠.. 새나라의 어린이로 만들어주는 드리마.. 최수종배우님 죄송ㅜㅜ,offensive,1,0,False,완곡한 비판 표현
문씨 고마해라.,offensive,1,0,False,짧은 댓글
사고 조심하세요 차에서 살기가 느껴져요,offensive,1,0,False,외모 관련 표현
류준열 교회검색^-^,offensive,1,0,False,짧은 댓글
역시 누구랑 다르게 수상소감이 다르다. 어제 후보 들러리 세운다고 분위기 망치고 난장부린 사람이랑은. 대상은 역시 차원이 다름,offensive,1,0,False,문맥 의존적 표현
옷이 왜저래,offensive,1,0,False,짧은 댓글
여기서 민주당 중진까지 연결되고 그다음 임종석 문재앙까지 연결되서 탄핵이 시작되면 정말 좋겠습니다 막장 대통령 탄핵이 제 소망이자 희망입니다,hate,1,0,False,문맥 의존적 표현
건들지 말아주세요,offensive,1,0,False,짧은 댓글
정말 미안하다. ㅠㅠ 난 널 몰라. ㅠㅠ,offensive,1,0,False,문맥 의존적 표현
대한민국 더이상 치안안전국가아님 이 사건으로 대한민국 치안 불안정,offensive,1,0,False,문맥 의존적 표현
서울도 아니고 대저택이라는건 ... 강남 아파트 한채보다 저렴할텐데 ㅋ,offensive,1,0,False,문맥 의존적 표현
임창정 친한 친구들인가 집안사정을 아주 잘들 아시네 ㅋㅋ 인생을 남욕하면서 허송세월 보내지 마시고 다른곳에서 만족감은 좀 느껴보세요 제발,offensive,1,0,False,속어/신조어 혼동
전원조작이라니 말도 안되죠그런개소리는 어디서 가져오시는거죠?아 기자님 상상력?,offensive,1,0,False,문맥 의존적 표현
이모랑 조카느낌...개인적인 생각,offensive,1,0,False,문맥 의존적 표현
에이미 제발 조용히 사세요..다른 사람에게 피해주지마라..너로 인하여 아무 이유없이 피해보게 하지마..재수앖네,offensive,1,0,False,문맥 의존적 표현
치타 랩 너무못,offensive,1,0,False,짧은 댓글
솔직히 너무 이뻐졌는데...,offensive,1,0,False,짧은 댓글
설리가 죽은건 죽은거고 조국 구속수사해라,offensive,1,0,False,문맥 의존적 표현
김동명은 뭔가 좀 부족한 느낌이다.목소리에 확 끌어당기는 그런 매력이 전혀 없다.박완규는 못생겼어도 목소리는 나름 매력이 있음.,offensive,1,0,False,완곡한 비판 표현
